direction,pips,usd,result,open,close,score,confidence,cum
BUY,-32.0,-3.2,SL,2024-08-12 04:00:00+00:00,2024-08-12 05:00:00+00:00,22.3,0.8991,7779.0
BUY,-1.0,-0.1,BE,2024-08-12 07:00:00+00:00,2024-08-12 08:00:00+00:00,24.0,0.9381,7778.0
BUY,-32.0,-3.2,SL,2024-08-12 10:00:00+00:00,2024-08-12 11:00:00+00:00,23.0,0.8674,7746.0
BUY,122.0,12.2,TRAIL,2024-08-12 12:00:00+00:00,2024-08-12 13:00:00+00:00,29.1,0.8957,7868.0
BUY,-1.0,-0.1,BE,2024-08-12 19:00:00+00:00,2024-08-12 20:00:00+00:00,19.0,0.7166,7867.0
BUY,-1.0,-0.1,BE,2024-08-12 22:00:00+00:00,2024-08-12 23:00:00+00:00,26.2,0.8957,7866.0
BUY,-1.0,-0.1,BE,2024-08-13 00:00:00+00:00,2024-08-13 01:00:00+00:00,23.0,0.8674,7865.0
BUY,22.0,2.2,TRAIL,2024-08-13 02:00:00+00:00,2024-08-13 03:00:00+00:00,19.5,0.7488,7887.0
BUY,-1.0,-0.1,BE,2024-08-13 04:00:00+00:00,2024-08-13 05:00:00+00:00,24.5,0.912,7886.0
BUY,-1.0,-0.1,BE,2024-08-13 06:00:00+00:00,2024-08-13 07:00:00+00:00,22.3,0.8325,7885.0
BUY,-1.0,-0.1,BE,2024-08-13 08:00:00+00:00,2024-08-13 09:00:00+00:00,19.7,0.7355,7884.0
BUY,38.0,3.8,TRAIL,2024-08-13 10:00:00+00:00,2024-08-13 11:00:00+00:00,28.5,0.95,7922.0
BUY,64.0,6.4,TRAIL,2024-08-13 12:00:00+00:00,2024-08-13 13:00:00+00:00,18.5,0.7459,7986.0
BUY,-1.0,-0.1,BE,2024-08-13 14:00:00+00:00,2024-08-13 15:00:00+00:00,19.4,0.7822,7985.0
BUY,-32.0,-3.2,SL,2024-08-13 16:00:00+00:00,2024-08-13 17:00:00+00:00,19.5,0.7862,7953.0
BUY,-32.0,-3.2,SL,2024-08-13 18:00:00+00:00,2024-08-13 19:00:00+00:00,21.2,0.8792,7921.0
BUY,-32.0,-3.2,SL,2024-08-14 08:00:00+00:00,2024-08-14 09:00:00+00:00,20.4,0.7616,7889.0
BUY,-32.0,-3.2,SL,2024-08-14 10:00:00+00:00,2024-08-14 11:00:00+00:00,18.1,0.675,7857.0
BUY,-1.0,-0.1,BE,2024-08-14 14:00:00+00:00,2024-08-14 15:00:00+00:00,30.3,0.9183,7856.0
BUY,-32.0,-3.2,SL,2024-08-14 16:00:00+00:00,2024-08-14 17:00:00+00:00,33.4,0.8957,7824.0
SELL,46.0,4.6,TRAIL,2024-08-14 22:00:00+00:00,2024-08-15 00:00:00+00:00,-21.3,0.8033,7870.0
BUY,-1.0,-0.1,BE,2024-08-15 23:00:00+00:00,2024-08-16 00:00:00+00:00,22.5,0.9331,7869.0
BUY,-1.0,-0.1,BE,2024-08-16 08:00:00+00:00,2024-08-16 09:00:00+00:00,20.4,0.7834,7868.0
BUY,42.0,4.2,TRAIL,2024-08-16 14:00:00+00:00,2024-08-16 15:00:00+00:00,25.3,0.9183,7910.0
BUY,31.0,3.1,TRAIL,2024-08-16 16:00:00+00:00,2024-08-16 17:00:00+00:00,23.0,0.8674,7941.0
BUY,43.0,4.3,TRAIL,2024-08-16 18:00:00+00:00,2024-08-16 19:00:00+00:00,23.0,0.8674,7984.0
BUY,25.0,2.5,TRAIL,2024-08-16 20:00:00+00:00,2024-08-18 22:00:00+00:00,19.0,0.7166,8009.0
BUY,-32.0,-3.2,SL,2024-08-18 23:00:00+00:00,2024-08-19 00:00:00+00:00,23.0,0.8674,7977.0
BUY,48.0,4.8,TRAIL,2024-08-19 01:00:00+00:00,2024-08-19 02:00:00+00:00,36.5,0.9183,8025.0
BUY,-1.0,-0.1,BE,2024-08-19 04:00:00+00:00,2024-08-19 05:00:00+00:00,21.6,0.8064,8024.0
BUY,-1.0,-0.1,BE,2024-08-19 06:00:00+00:00,2024-08-19 07:00:00+00:00,19.6,0.7317,8023.0
BUY,-32.0,-3.2,SL,2024-08-19 08:00:00+00:00,2024-08-19 09:00:00+00:00,19.3,0.7782,7991.0
BUY,37.0,3.7,TRAIL,2024-08-19 14:00:00+00:00,2024-08-19 15:00:00+00:00,21.7,0.8999,8028.0
BUY,-1.0,-0.1,BE,2024-08-20 03:00:00+00:00,2024-08-20 05:00:00+00:00,18.0,0.6912,8027.0
BUY,120.0,12.0,TRAIL,2024-08-20 06:00:00+00:00,2024-08-20 07:00:00+00:00,21.8,0.9057,8147.0
BUY,-32.0,-3.2,SL,2024-08-20 13:00:00+00:00,2024-08-20 14:00:00+00:00,25.5,0.8957,8115.0
BUY,-1.0,-0.1,BE,2024-08-20 15:00:00+00:00,2024-08-20 16:00:00+00:00,35.5,0.912,8114.0
BUY,38.0,3.8,TRAIL,2024-08-20 17:00:00+00:00,2024-08-20 18:00:00+00:00,28.5,0.8867,8152.0
BUY,-1.0,-0.1,BE,2024-08-20 19:00:00+00:00,2024-08-20 20:00:00+00:00,24.5,0.912,8151.0
BUY,-1.0,-0.1,BE,2024-08-20 22:00:00+00:00,2024-08-21 01:00:00+00:00,24.5,0.912,8150.0
BUY,33.0,3.3,TRAIL,2024-08-21 10:00:00+00:00,2024-08-21 11:00:00+00:00,18.6,0.7408,8183.0
BUY,25.0,2.5,TRAIL,2024-08-21 13:00:00+00:00,2024-08-21 14:00:00+00:00,18.2,0.7564,8208.0
BUY,-32.0,-3.2,SL,2024-08-21 18:00:00+00:00,2024-08-21 19:00:00+00:00,30.5,0.912,8176.0
BUY,-32.0,-3.2,SL,2024-08-21 20:00:00+00:00,2024-08-22 01:00:00+00:00,32.7,0.95,8144.0
BUY,-1.0,-0.1,BE,2024-08-23 17:00:00+00:00,2024-08-23 19:00:00+00:00,25.0,0.9183,8143.0
BUY,25.0,2.5,TRAIL,2024-08-25 22:00:00+00:00,2024-08-25 23:00:00+00:00,18.6,0.7127,8168.0
BUY,-1.0,-0.1,BE,2024-08-26 01:00:00+00:00,2024-08-26 02:00:00+00:00,19.4,0.7465,8167.0
BUY,-1.0,-0.1,BE,2024-08-26 03:00:00+00:00,2024-08-26 05:00:00+00:00,23.6,0.944,8166.0
BUY,-32.0,-3.2,SL,2024-08-26 11:00:00+00:00,2024-08-26 12:00:00+00:00,27.7,0.95,8134.0
BUY,19.0,1.9,TRAIL,2024-08-26 13:00:00+00:00,2024-08-26 14:00:00+00:00,36.3,0.95,8153.0
BUY,23.0,2.3,TRAIL,2024-08-26 16:00:00+00:00,2024-08-26 17:00:00+00:00,22.5,0.864,8176.0
BUY,-32.0,-3.2,SL,2024-08-26 19:00:00+00:00,2024-08-26 23:00:00+00:00,18.2,0.6989,8144.0
BUY,-32.0,-3.2,SL,2024-08-27 02:00:00+00:00,2024-08-27 03:00:00+00:00,27.2,0.95,8112.0
BUY,45.0,4.5,TRAIL,2024-08-27 13:00:00+00:00,2024-08-27 14:00:00+00:00,18.0,0.7387,8157.0
BUY,61.0,6.1,TRAIL,2024-08-27 16:00:00+00:00,2024-08-27 17:00:00+00:00,23.6,0.95,8218.0
BUY,23.0,2.3,TRAIL,2024-08-27 22:00:00+00:00,2024-08-27 23:00:00+00:00,21.8,0.8154,8241.0
BUY,-32.0,-3.2,SL,2024-08-28 00:00:00+00:00,2024-08-28 01:00:00+00:00,18.3,0.6839,8209.0
BUY,-32.0,-3.2,SL,2024-08-28 02:00:00+00:00,2024-08-28 03:00:00+00:00,20.4,0.7752,8177.0
BUY,-32.0,-3.2,SL,2024-08-29 07:00:00+00:00,2024-08-29 08:00:00+00:00,20.4,0.7834,8145.0
BUY,-32.0,-3.2,SL,2024-08-29 10:00:00+00:00,2024-08-29 11:00:00+00:00,18.2,0.678,8113.0
BUY,90.0,9.0,TRAIL,2024-08-29 12:00:00+00:00,2024-08-29 13:00:00+00:00,20.4,0.7752,8203.0
BUY,23.0,2.3,TRAIL,2024-08-29 14:00:00+00:00,2024-08-29 15:00:00+00:00,20.4,0.7834,8226.0
BUY,23.0,2.3,TRAIL,2024-08-29 16:00:00+00:00,2024-08-29 17:00:00+00:00,21.3,0.7945,8249.0
BUY,-1.0,-0.1,BE,2024-08-29 18:00:00+00:00,2024-08-29 19:00:00+00:00,19.8,0.7904,8248.0
BUY,-32.0,-3.2,SL,2024-08-29 20:00:00+00:00,2024-08-30 00:00:00+00:00,23.6,0.944,8216.0
BUY,24.0,2.4,TRAIL,2024-08-30 06:00:00+00:00,2024-08-30 07:00:00+00:00,25.2,0.8867,8240.0
BUY,29.0,2.9,TRAIL,2024-08-30 08:00:00+00:00,2024-08-30 09:00:00+00:00,21.3,0.8179,8269.0
BUY,-32.0,-3.2,SL,2024-08-30 12:00:00+00:00,2024-08-30 13:00:00+00:00,22.5,0.9331,8237.0
BUY,-32.0,-3.2,SL,2024-08-30 14:00:00+00:00,2024-08-30 15:00:00+00:00,21.4,0.892,8205.0
BUY,-1.0,-0.1,BE,2024-08-30 16:00:00+00:00,2024-08-30 17:00:00+00:00,22.0,0.8213,8204.0
SELL,-32.0,-3.2,SL,2024-09-03 16:00:00+00:00,2024-09-03 17:00:00+00:00,-32.3,0.9183,8172.0
SELL,-32.0,-3.2,SL,2024-09-03 18:00:00+00:00,2024-09-03 19:00:00+00:00,-34.5,0.95,8140.0
SELL,-32.0,-3.2,SL,2024-09-04 00:00:00+00:00,2024-09-04 02:00:00+00:00,-19.5,0.7488,8108.0
SELL,-1.0,-0.1,BE,2024-09-04 03:00:00+00:00,2024-09-04 05:00:00+00:00,-19.5,0.728,8107.0
SELL,87.0,8.7,TRAIL,2024-09-04 07:00:00+00:00,2024-09-04 08:00:00+00:00,-28.5,0.95,8194.0
SELL,-32.0,-3.2,SL,2024-09-04 09:00:00+00:00,2024-09-04 10:00:00+00:00,-23.4,0.8825,8162.0
SELL,35.0,3.5,TRAIL,2024-09-04 12:00:00+00:00,2024-09-04 13:00:00+00:00,-27.1,0.95,8197.0
SELL,-1.0,-0.1,BE,2024-09-04 17:00:00+00:00,2024-09-04 18:00:00+00:00,-22.6,0.8437,8196.0
SELL,-32.0,-3.2,SL,2024-09-04 19:00:00+00:00,2024-09-04 20:00:00+00:00,-19.3,0.7102,8164.0
SELL,-32.0,-3.2,SL,2024-09-04 22:00:00+00:00,2024-09-05 01:00:00+00:00,-20.8,0.7765,8132.0
BUY,-1.0,-0.1,BE,2024-09-05 14:00:00+00:00,2024-09-05 15:00:00+00:00,18.9,0.7258,8131.0
BUY,39.0,3.9,TRAIL,2024-09-05 16:00:00+00:00,2024-09-05 17:00:00+00:00,27.5,0.9183,8170.0
BUY,-32.0,-3.2,SL,2024-09-05 23:00:00+00:00,2024-09-06 01:00:00+00:00,24.8,0.8957,8138.0
BUY,-32.0,-3.2,SL,2024-09-06 09:00:00+00:00,2024-09-06 11:00:00+00:00,27.7,0.8957,8106.0
BUY,-32.0,-3.2,SL,2024-09-06 12:00:00+00:00,2024-09-06 13:00:00+00:00,22.0,0.8689,8074.0
BUY,109.0,10.9,TRAIL,2024-09-06 14:00:00+00:00,2024-09-06 15:00:00+00:00,27.2,0.95,8183.0
BUY,69.0,6.9,TRAIL,2024-09-06 16:00:00+00:00,2024-09-06 17:00:00+00:00,25.0,0.8957,8252.0
SELL,-1.0,-0.1,BE,2024-09-08 22:00:00+00:00,2024-09-08 23:00:00+00:00,-26.7,0.9183,8251.0
SELL,-32.0,-3.2,SL,2024-09-09 00:00:00+00:00,2024-09-09 02:00:00+00:00,-29.9,0.9183,8219.0
SELL,-1.0,-0.1,BE,2024-09-09 03:00:00+00:00,2024-09-09 04:00:00+00:00,-28.0,0.95,8218.0
SELL,-1.0,-0.1,BE,2024-09-09 05:00:00+00:00,2024-09-09 06:00:00+00:00,-23.8,0.8957,8217.0
SELL,31.0,3.1,TRAIL,2024-09-09 07:00:00+00:00,2024-09-09 08:00:00+00:00,-26.5,0.9183,8248.0
SELL,-32.0,-3.2,SL,2024-09-09 10:00:00+00:00,2024-09-09 11:00:00+00:00,-19.5,0.8087,8216.0
SELL,-1.0,-0.1,BE,2024-09-09 12:00:00+00:00,2024-09-09 13:00:00+00:00,-18.7,0.754,8215.0
SELL,-1.0,-0.1,BE,2024-09-10 08:00:00+00:00,2024-09-10 09:00:00+00:00,-23.6,0.95,8214.0
BUY,55.0,5.5,TRAIL,2024-09-11 00:00:00+00:00,2024-09-11 01:00:00+00:00,24.3,0.8957,8269.0
BUY,23.0,2.3,TRAIL,2024-09-11 02:00:00+00:00,2024-09-11 05:00:00+00:00,32.7,0.8957,8292.0
BUY,44.0,4.4,TRAIL,2024-09-11 07:00:00+00:00,2024-09-11 08:00:00+00:00,29.1,0.8957,8336.0
BUY,-32.0,-3.2,SL,2024-09-11 09:00:00+00:00,2024-09-11 10:00:00+00:00,28.9,0.8957,8304.0
BUY,-1.0,-0.1,BE,2024-09-11 16:00:00+00:00,2024-09-11 17:00:00+00:00,20.5,0.7544,8303.0
BUY,-1.0,-0.1,BE,2024-09-11 18:00:00+00:00,2024-09-11 19:00:00+00:00,20.5,0.7544,8302.0
BUY,-1.0,-0.1,BE,2024-09-12 03:00:00+00:00,2024-09-12 04:00:00+00:00,18.0,0.6912,8301.0
BUY,-1.0,-0.1,BE,2024-09-12 05:00:00+00:00,2024-09-12 06:00:00+00:00,24.4,0.912,8300.0
BUY,23.0,2.3,TRAIL,2024-09-12 07:00:00+00:00,2024-09-12 08:00:00+00:00,23.6,0.95,8323.0
BUY,-1.0,-0.1,BE,2024-09-12 09:00:00+00:00,2024-09-12 10:00:00+00:00,23.6,0.95,8322.0
BUY,155.0,15.5,TRAIL,2024-09-12 11:00:00+00:00,2024-09-12 12:00:00+00:00,33.8,0.95,8477.0
BUY,36.0,3.6,TRAIL,2024-09-12 17:00:00+00:00,2024-09-12 18:00:00+00:00,23.0,0.8674,8513.0
BUY,-1.0,-0.1,BE,2024-09-12 19:00:00+00:00,2024-09-12 20:00:00+00:00,23.0,0.8674,8512.0
BUY,35.0,3.5,TRAIL,2024-09-12 23:00:00+00:00,2024-09-13 00:00:00+00:00,23.0,0.8674,8547.0
BUY,-1.0,-0.1,BE,2024-09-13 01:00:00+00:00,2024-09-13 02:00:00+00:00,19.0,0.7166,8546.0
BUY,-1.0,-0.1,BE,2024-09-13 03:00:00+00:00,2024-09-13 04:00:00+00:00,23.0,0.8674,8545.0
BUY,-1.0,-0.1,BE,2024-09-13 05:00:00+00:00,2024-09-13 06:00:00+00:00,19.0,0.7166,8544.0
BUY,-32.0,-3.2,SL,2024-09-13 07:00:00+00:00,2024-09-13 08:00:00+00:00,23.0,0.8674,8512.0
BUY,-1.0,-0.1,BE,2024-09-13 16:00:00+00:00,2024-09-13 17:00:00+00:00,18.0,0.6583,8511.0
BUY,-1.0,-0.1,BE,2024-09-15 22:00:00+00:00,2024-09-16 00:00:00+00:00,18.2,0.6795,8510.0
BUY,31.0,3.1,TRAIL,2024-09-16 01:00:00+00:00,2024-09-16 02:00:00+00:00,18.2,0.6795,8541.0
BUY,52.0,5.2,TRAIL,2024-09-16 07:00:00+00:00,2024-09-16 08:00:00+00:00,22.5,0.9072,8593.0
BUY,-32.0,-3.2,SL,2024-09-16 09:00:00+00:00,2024-09-16 10:00:00+00:00,22.0,0.887,8561.0
BUY,-32.0,-3.2,SL,2024-09-16 11:00:00+00:00,2024-09-16 12:00:00+00:00,28.5,0.95,8529.0
BUY,27.0,2.7,TRAIL,2024-09-16 15:00:00+00:00,2024-09-16 16:00:00+00:00,20.5,0.7544,8556.0
BUY,-32.0,-3.2,SL,2024-09-16 17:00:00+00:00,2024-09-16 19:00:00+00:00,22.5,0.828,8524.0
