comment,commission,entry,fee,magic,order,position_id,price,profit,swap,symbol,ticket,time,time_str,type,volume
,0.0,1,0.0,0,737746365,737744709,4806.26,1.25,0.0,GOLD.i#,729346043,1776263183,2026-04-15 14:26:23,1,0.05
,0.0,1,0.0,0,737746633,737742097,4805.95,13.5,0.0,GOLD.i#,729346304,1776263201,2026-04-15 14:26:41,1,0.1
,0.0,1,0.0,0,737746635,737743019,4805.95,20.8,0.0,GOLD.i#,729346306,1776263201,2026-04-15 14:26:41,1,0.1
CT-BUY-c63%,0.0,0,0.0,0,737746851,737746851,4805.65,0.0,0.0,GOLD.i#,729346522,1776263224,2026-04-15 14:27:04,0,0.1
CT-BUY-c69%,0.0,0,0.0,0,737747714,737747714,4805.94,0.0,0.0,GOLD.i#,729347373,1776263283,2026-04-15 14:28:03,0,0.1
,0.0,1,0.0,0,737748185,737746851,4805.54,-1.1,0.0,GOLD.i#,729347827,1776263342,2026-04-15 14:29:02,1,0.1
,0.0,1,0.0,0,737748641,737743718,4805.11,-2.0,0.0,GOLD.i#,729348269,1776263384,2026-04-15 14:29:44,1,0.1
,0.0,1,0.0,0,737751846,737747714,4806.63,6.9,0.0,GOLD.i#,729351469,1776263529,2026-04-15 14:32:09,1,0.1
CT-BUY-c69%,0.0,0,0.0,0,737958107,737958107,80.044,0.0,0.0,SILVER.i#,729555504,1776272429,2026-04-15 17:00:29,0,0.1
,0.0,1,0.0,0,737959009,737958107,80.013,-15.5,0.0,SILVER.i#,729556410,1776272461,2026-04-15 17:01:01,1,0.1
CT-BUY-c69%,0.0,0,0.0,0,737981758,737981758,80.379,0.0,0.0,SILVER.i#,729579081,1776273411,2026-04-15 17:16:51,0,0.1
,0.0,1,0.0,0,737983760,737981758,80.37,-4.5,0.0,SILVER.i#,729581118,1776273446,2026-04-15 17:17:26,1,0.1
CT-BUY-c69%,0.0,0,0.0,0,737984885,737984885,80.381,0.0,0.0,SILVER.i#,729582239,1776273482,2026-04-15 17:18:02,0,0.1
,0.0,1,0.0,0,737985193,737984885,80.325,-28.0,0.0,SILVER.i#,729582543,1776273499,2026-04-15 17:18:19,1,0.1
CT-BUY-c90%,0.0,0,0.0,0,738011428,738011428,80.03,0.0,0.0,SILVER.i#,729608520,1776274405,2026-04-15 17:33:25,0,0.1
CT-BUY-c90%,0.0,0,0.0,0,738013265,738013265,80.106,0.0,0.0,SILVER.i#,729610364,1776274470,2026-04-15 17:34:30,0,0.1
,0.0,1,0.0,0,738014259,738013265,80.008,-49.0,0.0,SILVER.i#,729611363,1776274487,2026-04-15 17:34:47,1,0.1
,0.0,1,0.0,0,738014879,738011428,79.973,-28.5,0.0,SILVER.i#,729611981,1776274504,2026-04-15 17:35:04,1,0.1
CT-BUY-c81%,0.0,0,0.0,0,738032247,738032247,4817.5,0.0,0.0,GOLD.i#,729629312,1776275122,2026-04-15 17:45:22,0,0.1
CT-BUY-c81%,0.0,0,0.0,0,738033467,738033467,4819.15,0.0,0.0,GOLD.i#,729630524,1776275190,2026-04-15 17:46:30,0,0.1
,0.0,1,0.0,0,738033913,738032247,4816.86,-6.4,0.0,GOLD.i#,729630974,1776275230,2026-04-15 17:47:10,1,0.1
,0.0,1,0.0,0,738033997,738033467,4817.19,-19.6,0.0,GOLD.i#,729631057,1776275232,2026-04-15 17:47:12,1,0.1
CT-BUY-c90%,0.0,0,0.0,0,738038503,738038503,80.115,0.0,0.0,SILVER.i#,729635553,1776275459,2026-04-15 17:50:59,0,0.1
,0.0,1,0.0,0,738038806,738038503,80.066,-24.5,0.0,SILVER.i#,729635853,1776275475,2026-04-15 17:51:15,1,0.1
CT-BUY-c90%,0.0,0,0.0,0,738062819,738062819,79.664,0.0,0.0,SILVER.i#,729659973,1776276375,2026-04-15 18:06:15,0,0.1
,0.0,1,0.0,0,738064810,738062819,79.559,-52.5,0.0,SILVER.i#,729662014,1776276392,2026-04-15 18:06:32,1,0.1
CT-BUY-c90%,0.0,0,0.0,0,738113106,738113106,79.012,0.0,0.0,SILVER.i#,729710262,1776277875,2026-04-15 18:31:15,0,0.1
[sl 78.880],0.0,1,0.0,0,738114219,738113106,78.871,-70.5,0.0,SILVER.i#,729711418,1776277884,2026-04-15 18:31:24,1,0.1
CT-BUY-c90%,0.0,0,0.0,0,738118310,738118310,79.058,0.0,0.0,SILVER.i#,729715573,1776277943,2026-04-15 18:32:23,0,0.1
,0.0,1,0.0,0,738118856,738118310,78.942,-58.0,0.0,SILVER.i#,729716121,1776277961,2026-04-15 18:32:41,1,0.1
CT-BUY-c82%,0.0,0,0.0,0,738138056,738138056,4804.96,0.0,0.0,GOLD.i#,729735304,1776278756,2026-04-15 18:45:56,0,0.1
CT-BUY-c82%,0.0,0,0.0,0,738140008,738140008,4806.02,0.0,0.0,GOLD.i#,729737276,1776278829,2026-04-15 18:47:09,0,0.1
SCALE1-738138056,0.0,0,0.0,0,738140065,738140065,4805.7,0.0,0.0,GOLD.i#,729737334,1776278830,2026-04-15 18:47:10,0,0.05
[sl 4804.76],0.0,1,0.0,0,738140556,738140065,4804.68,-5.1,0.0,GOLD.i#,729737824,1776278837,2026-04-15 18:47:17,1,0.05
,0.0,1,0.0,0,738140845,738138056,4804.57,-3.9,0.0,GOLD.i#,729738112,1776278855,2026-04-15 18:47:35,1,0.1
CT-BUY-c82%,0.0,0,0.0,0,738141298,738141298,4805.06,0.0,0.0,GOLD.i#,729738560,1776278894,2026-04-15 18:48:14,0,0.1
CT-BUY-c95%,0.0,0,0.0,0,738141403,738141403,79.441,0.0,0.0,SILVER.i#,729738666,1776278903,2026-04-15 18:48:23,0,0.1
,0.0,1,0.0,0,738142027,738141298,4805.71,6.5,0.0,GOLD.i#,729739288,1776278938,2026-04-15 18:48:58,1,0.1
CT-BUY-c82%,0.0,0,0.0,0,738142806,738142806,4803.84,0.0,0.0,GOLD.i#,729740063,1776278963,2026-04-15 18:49:23,0,0.1
CT-BUY-c95%,0.0,0,0.0,0,738142967,738142967,79.467,0.0,0.0,SILVER.i#,729740226,1776278971,2026-04-15 18:49:31,0,0.1
,0.0,1,0.0,0,738143134,738140008,4803.37,-26.5,0.0,GOLD.i#,729740392,1776278988,2026-04-15 18:49:48,1,0.1
,0.0,1,0.0,0,738143141,738142967,79.42,-23.5,0.0,SILVER.i#,729740398,1776278988,2026-04-15 18:49:48,1,0.1
,0.0,1,0.0,0,738143424,738141403,79.409,-16.0,0.0,SILVER.i#,729740675,1776279005,2026-04-15 18:50:05,1,0.1
SCALE1-738142806,0.0,0,0.0,0,738145744,738145744,4806.2,0.0,0.0,GOLD.i#,729742963,1776279218,2026-04-15 18:53:38,0,0.05
SCALE2-738142806,0.0,0,0.0,0,738146335,738146335,4806.3,0.0,0.0,GOLD.i#,729743547,1776279283,2026-04-15 18:54:43,0,0.05
,0.0,1,0.0,0,738146617,738142806,4805.34,15.0,0.0,GOLD.i#,729743834,1776279307,2026-04-15 18:55:07,1,0.1
[sl 4803.64],0.0,1,0.0,0,738147064,738145744,4803.6,-13.0,0.0,GOLD.i#,729744272,1776279358,2026-04-15 18:55:58,1,0.05
[sl 4803.64],0.0,1,0.0,0,738147065,738146335,4803.6,-13.5,0.0,GOLD.i#,729744273,1776279358,2026-04-15 18:55:58,1,0.05
CT-BUY-c81%,0.0,0,0.0,0,738159474,738159474,4804.87,0.0,0.0,GOLD.i#,729756649,1776279915,2026-04-15 19:05:15,0,0.1
CT-BUY-c92%,0.0,0,0.0,0,738159609,738159609,79.466,0.0,0.0,SILVER.i#,729756784,1776279923,2026-04-15 19:05:23,0,0.1
CT-BUY-c81%,0.0,0,0.0,0,738160831,738160831,4807.4,0.0,0.0,GOLD.i#,729758010,1776279983,2026-04-15 19:06:23,0,0.1
SCALE1-738159474,0.0,0,0.0,0,738160840,738160840,4807.55,0.0,0.0,GOLD.i#,729758020,1776279984,2026-04-15 19:06:24,0,0.05
CT-BUY-c92%,0.0,0,0.0,0,738161096,738161096,79.614,0.0,0.0,SILVER.i#,729758275,1776279993,2026-04-15 19:06:33,0,0.1
,0.0,1,0.0,0,738162119,738159609,79.544,39.0,0.0,SILVER.i#,729759295,1776280011,2026-04-15 19:06:51,1,0.1
,0.0,1,0.0,0,738162122,738161096,79.543,-35.5,0.0,SILVER.i#,729759298,1776280011,2026-04-15 19:06:51,1,0.1
,0.0,1,0.0,0,738162983,738159474,4806.11,12.4,0.0,GOLD.i#,729760154,1776280045,2026-04-15 19:07:25,1,0.1
CT-BUY-c81%,0.0,0,0.0,0,738163165,738163165,4806.02,0.0,0.0,GOLD.i#,729760337,1776280053,2026-04-15 19:07:33,0,0.1
,0.0,1,0.0,0,738164317,738163165,4804.99,-10.3,0.0,GOLD.i#,729761502,1776280141,2026-04-15 19:09:01,1,0.1
,0.0,1,0.0,0,738164439,738160831,4805.34,-20.6,0.0,GOLD.i#,729761624,1776280143,2026-04-15 19:09:03,1,0.1
[tp 4810.04],0.0,1,0.0,0,738168745,738160840,4810.15,13.0,0.0,GOLD.i#,729765941,1776280430,2026-04-15 19:13:50,1,0.05
CT-BUY-c95%,0.0,0,0.0,0,738178221,738178221,79.634,0.0,0.0,SILVER.i#,729775445,1776280918,2026-04-15 19:21:58,0,0.1
,0.0,1,0.0,0,738178481,738178221,79.555,-39.5,0.0,SILVER.i#,729775704,1776280934,2026-04-15 19:22:14,1,0.1
CT-BUY-c64%,0.0,0,0.0,0,738181047,738181047,4808.8,0.0,0.0,GOLD.i#,729778256,1776281097,2026-04-15 19:24:57,0,0.1
CT-BUY-c64%,0.0,0,0.0,0,738182350,738182350,4808.35,0.0,0.0,GOLD.i#,729779551,1776281163,2026-04-15 19:26:03,0,0.1
CT-BUY-c64%,0.0,0,0.0,0,738183433,738183433,4809.15,0.0,0.0,GOLD.i#,729780625,1776281227,2026-04-15 19:27:07,0,0.1
,0.0,1,0.0,0,738183691,738181047,4809.07,2.7,0.0,GOLD.i#,729780876,1776281254,2026-04-15 19:27:34,1,0.1
CT-BUY-c64%,0.0,0,0.0,0,738185119,738185119,4812.33,0.0,0.0,GOLD.i#,729782334,1776281296,2026-04-15 19:28:16,0,0.1
,0.0,1,0.0,0,738187930,738182350,4810.67,23.2,0.0,GOLD.i#,729785186,1776281387,2026-04-15 19:29:47,1,0.1
,0.0,1,0.0,0,738187937,738183433,4810.83,16.8,0.0,GOLD.i#,729785192,1776281387,2026-04-15 19:29:47,1,0.1
,0.0,1,0.0,0,738189469,738185119,4810.4,-19.3,0.0,GOLD.i#,729786702,1776281465,2026-04-15 19:31:05,1,0.1
CT-BUY-c92%,0.0,0,0.0,0,738194869,738194869,79.353,0.0,0.0,SILVER.i#,729792001,1776281878,2026-04-15 19:37:58,0,0.1
,0.0,1,0.0,0,738195063,738194869,79.295,-29.0,0.0,SILVER.i#,729792170,1776281894,2026-04-15 19:38:14,1,0.1
CT-SELL-c91%,0.0,0,0.0,0,738232264,738232264,4801.49,0.0,0.0,GOLD.i#,729829192,1776284130,2026-04-15 20:15:30,1,0.1
CT-SELL-c91%,0.0,0,0.0,0,738233050,738233050,4802.01,0.0,0.0,GOLD.i#,729829974,1776284191,2026-04-15 20:16:31,1,0.1
CT-SELL-c91%,0.0,0,0.0,0,738233461,738233461,4800.95,0.0,0.0,GOLD.i#,729830391,1776284254,2026-04-15 20:17:34,1,0.1
,0.0,1,0.0,0,738234877,738232264,4802.39,-9.0,0.0,GOLD.i#,729831814,1776284417,2026-04-15 20:20:17,0,0.1
,0.0,1,0.0,0,738234878,738233050,4802.37,-3.6,0.0,GOLD.i#,729831815,1776284417,2026-04-15 20:20:17,0,0.1
CT-SELL-c91%,0.0,0,0.0,0,738235224,738235224,4802.36,0.0,0.0,GOLD.i#,729832176,1776284441,2026-04-15 20:20:41,1,0.1
,0.0,1,0.0,0,738235853,738233461,4802.9,-19.5,0.0,GOLD.i#,729832807,1776284494,2026-04-15 20:21:34,0,0.1
,0.0,1,0.0,0,738237166,738235224,4804.47,-21.1,0.0,GOLD.i#,729834150,1776284601,2026-04-15 20:23:21,0,0.1
CT-BUY-c92%,0.0,0,0.0,0,738262433,738262433,79.28,0.0,0.0,SILVER.i#,729859317,1776285917,2026-04-15 20:45:17,0,0.1
,0.0,1,0.0,0,738262831,738262433,79.223,-28.5,0.0,SILVER.i#,729859716,1776285934,2026-04-15 20:45:34,1,0.1
CT-BUY-c95%,0.0,0,0.0,0,738276302,738276302,79.067,0.0,0.0,SILVER.i#,729873238,1776286871,2026-04-15 21:01:11,0,0.1
,0.0,1,0.0,0,738276696,738276302,79.0,-33.5,0.0,SILVER.i#,729873635,1776286887,2026-04-15 21:01:27,1,0.1
CT-SELL-c72%,0.0,0,0.0,0,738294618,738294618,4798.29,0.0,0.0,GOLD.i#,729891584,1776287766,2026-04-15 21:16:06,1,0.1
CT-SELL-c72%,0.0,0,0.0,0,738295395,738295395,4797.15,0.0,0.0,GOLD.i#,729892368,1776287830,2026-04-15 21:17:10,1,0.1
CT-BUY-c95%,0.0,0,0.0,0,738295458,738295458,79.325,0.0,0.0,SILVER.i#,729892430,1776287838,2026-04-15 21:17:18,0,0.1
,0.0,1,0.0,0,738295551,738295458,79.262,-31.5,0.0,SILVER.i#,729892523,1776287855,2026-04-15 21:17:35,1,0.1
CT-SELL-c72%,0.0,0,0.0,0,738296403,738296403,4795.48,0.0,0.0,GOLD.i#,729893368,1776287899,2026-04-15 21:18:19,1,0.1
SCALE1-738294618,0.0,0,0.0,0,738296421,738296421,4795.49,0.0,0.0,GOLD.i#,729893386,1776287900,2026-04-15 21:18:20,1,0.05
SCALE1-738295395,0.0,0,0.0,0,738296429,738296429,4795.49,0.0,0.0,GOLD.i#,729893395,1776287901,2026-04-15 21:18:21,1,0.05
,0.0,1,0.0,0,738297247,738294618,4796.27,20.2,0.0,GOLD.i#,729894215,1776287959,2026-04-15 21:19:19,0,0.1
SCALE2-738295395,0.0,0,0.0,0,738298402,738298402,4794.56,0.0,0.0,GOLD.i#,729895357,1776288036,2026-04-15 21:20:36,1,0.05
,0.0,1,0.0,0,738299724,738296403,4795.5,-0.2,0.0,GOLD.i#,729896683,1776288128,2026-04-15 21:22:08,0,0.1
,0.0,1,0.0,0,738299727,738296421,4795.5,-0.05,0.0,GOLD.i#,729896686,1776288128,2026-04-15 21:22:08,0,0.05
,0.0,1,0.0,0,738299731,738296429,4795.5,-0.05,0.0,GOLD.i#,729896690,1776288128,2026-04-15 21:22:08,0,0.05
,0.0,1,0.0,0,738299744,738295395,4795.44,17.1,0.0,GOLD.i#,729896703,1776288129,2026-04-15 21:22:09,0,0.1
CT-SELL-c72%,0.0,0,0.0,0,738300198,738300198,4795.32,0.0,0.0,GOLD.i#,729897159,1776288169,2026-04-15 21:22:49,1,0.1
CT-SELL-c72%,0.0,0,0.0,0,738300453,738300453,4796.41,0.0,0.0,GOLD.i#,729897405,1776288230,2026-04-15 21:23:50,1,0.1
SCALE1-738300453,0.0,0,0.0,0,738301320,738301320,4794.75,0.0,0.0,GOLD.i#,729898269,1776288294,2026-04-15 21:24:54,1,0.05
,0.0,1,0.0,0,738301677,738298402,4794.46,0.5,0.0,GOLD.i#,729898626,1776288336,2026-04-15 21:25:36,0,0.05
SCALE1-738300198,0.0,0,0.0,0,738302465,738302465,4793.46,0.0,0.0,GOLD.i#,729899408,1776288363,2026-04-15 21:26:03,1,0.05
SCALE2-738300453,0.0,0,0.0,0,738302478,738302478,4793.17,0.0,0.0,GOLD.i#,729899422,1776288364,2026-04-15 21:26:04,1,0.05
,0.0,1,0.0,0,738303428,738300453,4794.4,20.1,0.0,GOLD.i#,729900365,1776288422,2026-04-15 21:27:02,0,0.1
,0.0,1,0.0,0,738303883,738301320,4794.97,-1.1,0.0,GOLD.i#,729900811,1776288454,2026-04-15 21:27:34,0,0.05
[sl 4795.52],0.0,1,0.0,0,738305193,738302465,4795.54,-10.4,0.0,GOLD.i#,729902099,1776288607,2026-04-15 21:30:07,0,0.05
,0.0,1,0.0,0,738305239,738300198,4795.38,-0.6,0.0,GOLD.i#,729902147,1776288610,2026-04-15 21:30:10,0,0.1
[sl 4796.61],0.0,1,0.0,0,738306690,738302478,4796.61,-17.2,0.0,GOLD.i#,729903602,1776288683,2026-04-15 21:31:23,0,0.05
CT-BUY-c74%,0.0,0,0.0,0,738323240,738323240,4799.64,0.0,0.0,GOLD.i#,729920211,1776290420,2026-04-15 22:00:20,0,0.1
CT-BUY-c74%,0.0,0,0.0,0,738323678,738323678,4800.59,0.0,0.0,GOLD.i#,729920645,1776290489,2026-04-15 22:01:29,0,0.1
CT-BUY-c74%,0.0,0,0.0,0,738324236,738324236,4801.32,0.0,0.0,GOLD.i#,729921203,1776290553,2026-04-15 22:02:33,0,0.1
,0.0,1,0.0,0,738325060,738323678,4800.65,0.6,0.0,GOLD.i#,729922045,1776290655,2026-04-15 22:04:15,1,0.1
CT-BUY-c74%,0.0,0,0.0,0,738325229,738325229,4801.07,0.0,0.0,GOLD.i#,729922218,1776290679,2026-04-15 22:04:39,0,0.1
SCALE1-738323240,0.0,0,0.0,0,738326202,738326202,4803.4,0.0,0.0,GOLD.i#,729923209,1776290747,2026-04-15 22:05:47,0,0.05
SCALE1-738325229,0.0,0,0.0,0,738326211,738326211,4803.13,0.0,0.0,GOLD.i#,729923218,1776290749,2026-04-15 22:05:49,0,0.05
SCALE2-738323240,0.0,0,0.0,0,738327016,738327016,4802.87,0.0,0.0,GOLD.i#,729924019,1776290816,2026-04-15 22:06:56,0,0.05
SCALE1-738324236,0.0,0,0.0,0,738327023,738327023,4802.84,0.0,0.0,GOLD.i#,729924024,1776290817,2026-04-15 22:06:57,0,0.05
SCALE2-738325229,0.0,0,0.0,0,738327026,738327026,4802.85,0.0,0.0,GOLD.i#,729924028,1776290818,2026-04-15 22:06:58,0,0.05
,0.0,1,0.0,0,738327304,738323240,4802.05,24.1,0.0,GOLD.i#,729924306,1776290843,2026-04-15 22:07:23,1,0.1
,0.0,1,0.0,0,738327307,738324236,4801.99,6.7,0.0,GOLD.i#,729924309,1776290843,2026-04-15 22:07:23,1,0.1
,0.0,1,0.0,0,738327313,738325229,4801.98,9.1,0.0,GOLD.i#,729924315,1776290843,2026-04-15 22:07:23,1,0.1
[sl 4801.12],0.0,1,0.0,0,738327613,738327023,4801.04,-9.0,0.0,GOLD.i#,729924612,1776290867,2026-04-15 22:07:47,1,0.05
[sl 4800.87],0.0,1,0.0,0,738327752,738326211,4800.85,-11.4,0.0,GOLD.i#,729924750,1776290878,2026-04-15 22:07:58,1,0.05
[sl 4800.87],0.0,1,0.0,0,738327753,738327026,4800.85,-10.0,0.0,GOLD.i#,729924751,1776290878,2026-04-15 22:07:58,1,0.05
CT-BUY-c74%,0.0,0,0.0,0,738328555,738328555,4801.52,0.0,0.0,GOLD.i#,729925561,1776290946,2026-04-15 22:09:06,0,0.1
,0.0,1,0.0,0,738329671,738328555,4801.15,-3.7,0.0,GOLD.i#,729926646,1776291156,2026-04-15 22:12:36,1,0.1
CT-BUY-c74%,0.0,0,0.0,0,738329969,738329969,4800.88,0.0,0.0,GOLD.i#,729926936,1776291194,2026-04-15 22:13:14,0,0.1
[sl 4799.44],0.0,1,0.0,0,738330491,738326202,4799.4,-20.0,0.0,GOLD.i#,729927445,1776291240,2026-04-15 22:14:00,1,0.05
[sl 4799.44],0.0,1,0.0,0,738330492,738327016,4799.4,-17.35,0.0,GOLD.i#,729927447,1776291240,2026-04-15 22:14:00,1,0.05
CT-BUY-c74%,0.0,0,0.0,0,738330760,738330760,4799.04,0.0,0.0,GOLD.i#,729927719,1776291257,2026-04-15 22:14:17,0,0.1
,0.0,1,0.0,0,738331152,738330760,4798.76,-2.8,0.0,GOLD.i#,729928117,1776291298,2026-04-15 22:14:58,1,0.1
,0.0,1,0.0,0,738331167,738329969,4798.66,-22.2,0.0,GOLD.i#,729928133,1776291299,2026-04-15 22:14:59,1,0.1
CT-SELL-c63%,0.0,0,0.0,0,739588338,739588338,78.695,0.0,0.0,SILVER.i#,731162279,1776380072,2026-04-16 22:54:32,1,0.01
CT-SELL-c63%,0.0,0,0.0,0,739588812,739588812,78.745,0.0,0.0,SILVER.i#,731162760,1776380131,2026-04-16 22:55:31,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739589721,739589721,78.741,0.0,0.0,SILVER.i#,731163643,1776380199,2026-04-16 22:56:39,0,0.01
[sl 78.590],0.0,1,0.0,0,739592036,739589721,78.589,-7.6,0.0,SILVER.i#,731165866,1776380484,2026-04-16 23:01:24,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739592780,739592780,78.651,0.0,0.0,SILVER.i#,731166584,1776380559,2026-04-16 23:02:39,0,0.01
[sl 78.490],0.0,1,0.0,0,739601046,739592780,78.489,-8.1,0.0,SILVER.i#,731174890,1776381663,2026-04-16 23:21:03,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739602096,739602096,78.531,0.0,0.0,SILVER.i#,731175934,1776381725,2026-04-16 23:22:05,0,0.01
SCALE1-739588338,0.0,0,0.0,0,739602492,739602492,78.468,0.0,0.0,SILVER.i#,731176324,1776381794,2026-04-16 23:23:14,1,0.01
SCALE1-739588812,0.0,0,0.0,0,739602496,739602496,78.468,0.0,0.0,SILVER.i#,731176328,1776381795,2026-04-16 23:23:15,1,0.01
[tp 78.460],0.0,1,0.0,0,739606721,739588812,78.448,14.85,0.0,SILVER.i#,731180467,1776382472,2026-04-16 23:34:32,0,0.01
[tp 78.460],0.0,1,0.0,0,739606722,739602496,78.448,1.0,0.0,SILVER.i#,731180468,1776382472,2026-04-16 23:34:32,0,0.01
[tp 78.440],0.0,1,0.0,0,739613097,739588338,78.439,12.8,0.0,SILVER.i#,731186697,1776383560,2026-04-16 23:52:40,0,0.01
[tp 78.440],0.0,1,0.0,0,739613098,739602492,78.439,1.45,0.0,SILVER.i#,731186698,1776383560,2026-04-16 23:52:40,0,0.01
[sl 78.380],0.0,1,0.0,0,739613100,739602096,78.368,-8.15,0.0,SILVER.i#,731186701,1776383560,2026-04-16 23:52:40,1,0.01
CT-SELL-c63%,0.0,0,0.0,0,739613173,739613173,78.375,0.0,0.0,SILVER.i#,731186783,1776383590,2026-04-16 23:53:10,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739613493,739613493,78.437,0.0,0.0,SILVER.i#,731187105,1776383659,2026-04-16 23:54:19,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739613745,739613745,78.425,0.0,0.0,SILVER.i#,731187353,1776383725,2026-04-16 23:55:25,0,0.01
[sl 78.530],0.0,1,0.0,0,739616703,739613173,78.647,-13.6,0.0,SILVER.i#,731195010,1776387720,2026-04-17 01:02:00,0,0.01
[tp 78.690],0.0,1,0.0,0,739617540,739613493,78.712,13.75,0.0,SILVER.i#,731195850,1776387758,2026-04-17 01:02:38,1,0.01
[tp 78.680],0.0,1,0.0,0,739617541,739613745,78.712,14.35,0.0,SILVER.i#,731195853,1776387758,2026-04-17 01:02:38,1,0.01
CT-SELL-c68%,0.0,0,0.0,0,739621393,739621393,78.827,0.0,0.0,SILVER.i#,731199721,1776388030,2026-04-17 01:07:10,1,0.01
CT-SELL-c63%,0.0,0,0.0,0,739624159,739624159,78.786,0.0,0.0,SILVER.i#,731202455,1776388562,2026-04-17 01:16:02,1,0.01
CT-SELL-c68%,0.0,0,0.0,0,739624370,739624370,78.783,0.0,0.0,SILVER.i#,731202665,1776388632,2026-04-17 01:17:12,1,0.01
[tp 78.560],0.0,1,0.0,0,739653740,739621393,78.536,14.55,0.0,SILVER.i#,731231894,1776395101,2026-04-17 03:05:01,0,0.01
[tp 78.540],0.0,1,0.0,0,739653741,739624159,78.536,12.5,0.0,SILVER.i#,731231896,1776395101,2026-04-17 03:05:01,0,0.01
[tp 78.530],0.0,1,0.0,0,739653806,739624370,78.528,12.75,0.0,SILVER.i#,731231967,1776395101,2026-04-17 03:05:01,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739684223,739684223,78.629,0.0,0.0,SILVER.i#,731262206,1776398884,2026-04-17 04:08:04,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739684547,739684547,78.634,0.0,0.0,SILVER.i#,731262533,1776398950,2026-04-17 04:09:10,0,0.01
[sl 78.490],0.0,1,0.0,0,739684700,739684223,78.488,-7.05,0.0,SILVER.i#,731262687,1776398970,2026-04-17 04:09:30,1,0.01
[sl 78.490],0.0,1,0.0,0,739684701,739684547,78.488,-7.3,0.0,SILVER.i#,731262688,1776398970,2026-04-17 04:09:30,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739708565,739708565,78.017,0.0,0.0,SILVER.i#,731286598,1776399901,2026-04-17 04:25:01,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739709535,739709535,78.092,0.0,0.0,SILVER.i#,731287563,1776399968,2026-04-17 04:26:08,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739710559,739710559,78.112,0.0,0.0,SILVER.i#,731288579,1776400030,2026-04-17 04:27:10,0,0.01
[sl 77.950],0.0,1,0.0,0,739711656,739710559,77.95,-8.1,0.0,SILVER.i#,731289672,1776400082,2026-04-17 04:28:02,1,0.01
[sl 77.940],0.0,1,0.0,0,739711773,739709535,77.926,-8.3,0.0,SILVER.i#,731289793,1776400082,2026-04-17 04:28:02,1,0.01
[sl 77.860],0.0,1,0.0,0,739713293,739708565,77.859,-7.9,0.0,SILVER.i#,731291321,1776400119,2026-04-17 04:28:39,1,0.01
CT-BUY-c82%,0.0,0,0.0,0,739727707,739727707,78.132,0.0,0.0,SILVER.i#,731305622,1776401068,2026-04-17 04:44:28,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739728455,739728455,78.206,0.0,0.0,SILVER.i#,731306369,1776401134,2026-04-17 04:45:34,0,0.01
CT-BUY-c82%,0.0,0,0.0,0,739728979,739728979,78.237,0.0,0.0,SILVER.i#,731306893,1776401195,2026-04-17 04:46:35,0,0.01
SCALE1-739727707,0.0,0,0.0,0,739733737,739733737,78.378,0.0,0.0,SILVER.i#,731311603,1776401577,2026-04-17 04:52:57,0,0.01
SCALE2-739727707,0.0,0,0.0,0,739734462,739734462,78.386,0.0,0.0,SILVER.i#,731312339,1776401645,2026-04-17 04:54:05,0,0.01
[tp 78.370],0.0,1,0.0,0,739735894,739727707,78.373,12.05,0.0,SILVER.i#,731313737,1776401729,2026-04-17 04:55:29,1,0.01
[tp 78.370],0.0,1,0.0,0,739735895,739733737,78.373,-0.25,0.0,SILVER.i#,731313738,1776401729,2026-04-17 04:55:29,1,0.01
[tp 78.370],0.0,1,0.0,0,739735896,739734462,78.373,-0.65,0.0,SILVER.i#,731313739,1776401729,2026-04-17 04:55:29,1,0.01
SCALE1-739728455,0.0,0,0.0,0,739736962,739736962,78.431,0.0,0.0,SILVER.i#,731314829,1776401776,2026-04-17 04:56:16,0,0.01
SCALE1-739728979,0.0,0,0.0,0,739736966,739736966,78.43,0.0,0.0,SILVER.i#,731314835,1776401777,2026-04-17 04:56:17,0,0.01
SCALE2-739728455,0.0,0,0.0,0,739737916,739737916,78.453,0.0,0.0,SILVER.i#,731315581,1776401839,2026-04-17 04:57:19,0,0.01
SCALE2-739728979,0.0,0,0.0,0,739737917,739737917,78.456,0.0,0.0,SILVER.i#,731315582,1776401840,2026-04-17 04:57:20,0,0.01
[tp 78.460],0.0,1,0.0,0,739740664,739728455,78.464,12.9,0.0,SILVER.i#,731318308,1776402141,2026-04-17 05:02:21,1,0.01
[tp 78.460],0.0,1,0.0,0,739740665,739728979,78.464,11.35,0.0,SILVER.i#,731318309,1776402141,2026-04-17 05:02:21,1,0.01
[tp 78.460],0.0,1,0.0,0,739740666,739736962,78.464,1.65,0.0,SILVER.i#,731318310,1776402141,2026-04-17 05:02:21,1,0.01
